Model_family,Model_name,Extraction_name,Focal Metric,Control1,Control2,Ethnicity Control,Effect,Effect1,Effect 2,Parameter1,Parameter1_index,Parameter2,Parameter2_index,Comparison_type
Model1,m1_FootBreadth,m1_FootBreadth___RunM,FootBreadth,,,N,RunM,RunM,,b,2,,,single
Model1,m1_FootBreadth.Eth,m1_FootBreadth.Eth___RunM,FootBreadth,,,Y,RunM,RunM,,b,2,,,single
Model1,m1_FootBreadth.Stature,m1_FootBreadth.Stature___RunM,FootBreadth,Stature,,N,RunM,RunM,,b,2,,,single
Model1,m1_FootBreadth.Stature.Eth,m1_FootBreadth.Stature.Eth___RunM,FootBreadth,Stature,,Y,RunM,RunM,,b,2,,,single
Model1,m1_FootBreadth,m1_FootBreadth___ClimbM,FootBreadth,,,N,ClimbM,ClimbM,,b,4,,,single
Model1,m1_FootBreadth.Eth,m1_FootBreadth.Eth___ClimbM,FootBreadth,,,Y,ClimbM,ClimbM,,b,4,,,single
Model1,m1_FootBreadth.Stature,m1_FootBreadth.Stature___ClimbM,FootBreadth,Stature,,N,ClimbM,ClimbM,,b,4,,,single
Model1,m1_FootBreadth.Stature.Eth,m1_FootBreadth.Stature.Eth___ClimbM,FootBreadth,Stature,,Y,ClimbM,ClimbM,,b,4,,,single
Model1,m1_FootBreadth,m1_FootBreadth___RunF,FootBreadth,,,N,RunF,RunF,,b,1,,,single
Model1,m1_FootBreadth.Eth,m1_FootBreadth.Eth___RunF,FootBreadth,,,Y,RunF,RunF,,b,1,,,single
Model1,m1_FootBreadth.Stature,m1_FootBreadth.Stature___RunF,FootBreadth,Stature,,N,RunF,RunF,,b,1,,,single
Model1,m1_FootBreadth.Stature.Eth,m1_FootBreadth.Stature.Eth___RunF,FootBreadth,Stature,,Y,RunF,RunF,,b,1,,,single
Model1,m1_FootBreadth,m1_FootBreadth___ClimbF,FootBreadth,,,N,ClimbF,ClimbF,,b,3,,,single
Model1,m1_FootBreadth.Eth,m1_FootBreadth.Eth___ClimbF,FootBreadth,,,Y,ClimbF,ClimbF,,b,3,,,single
Model1,m1_FootBreadth.Stature,m1_FootBreadth.Stature___ClimbF,FootBreadth,Stature,,N,ClimbF,ClimbF,,b,3,,,single
Model1,m1_FootBreadth.Stature.Eth,m1_FootBreadth.Stature.Eth___ClimbF,FootBreadth,Stature,,Y,ClimbF,ClimbF,,b,3,,,single
Model1,m1_FootBreadth,m1_FootBreadth___RunM.RunF,FootBreadth,,,N,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_FootBreadth.Eth,m1_FootBreadth.Eth___RunM.RunF,FootBreadth,,,Y,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_FootBreadth.Stature,m1_FootBreadth.Stature___RunM.RunF,FootBreadth,Stature,,N,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_FootBreadth.Stature.Eth,m1_FootBreadth.Stature.Eth___RunM.RunF,FootBreadth,Stature,,Y,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_FootBreadth,m1_FootBreadth___ClimbM.ClimbF,FootBreadth,,,N,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_FootBreadth.Eth,m1_FootBreadth.Eth___ClimbM.ClimbF,FootBreadth,,,Y,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_FootBreadth.Stature,m1_FootBreadth.Stature___ClimbM.ClimbF,FootBreadth,Stature,,N,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_FootBreadth.Stature.Eth,m1_FootBreadth.Stature.Eth___ClimbM.ClimbF,FootBreadth,Stature,,Y,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_FootBreadth,m1_FootBreadth___ClimbM.RunM,FootBreadth,,,N,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_FootBreadth.Eth,m1_FootBreadth.Eth___ClimbM.RunM,FootBreadth,,,Y,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_FootBreadth.Stature,m1_FootBreadth.Stature___ClimbM.RunM,FootBreadth,Stature,,N,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_FootBreadth.Stature.Eth,m1_FootBreadth.Stature.Eth___ClimbM.RunM,FootBreadth,Stature,,Y,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_FootBreadth,m1_FootBreadth___ClimbF.RunF,FootBreadth,,,N,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_FootBreadth.Eth,m1_FootBreadth.Eth___ClimbF.RunF,FootBreadth,,,Y,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_FootBreadth.Stature,m1_FootBreadth.Stature___ClimbF.RunF,FootBreadth,Stature,,N,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_FootBreadth.Stature.Eth,m1_FootBreadth.Stature.Eth___ClimbF.RunF,FootBreadth,Stature,,Y,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_HandLength,m1_HandLength___RunM,HandLength,,,N,RunM,RunM,,b,2,,,single
Model1,m1_HandLength.Eth,m1_HandLength.Eth___RunM,HandLength,,,Y,RunM,RunM,,b,2,,,single
Model1,m1_HandLength.Stature,m1_HandLength.Stature___RunM,HandLength,Stature,,N,RunM,RunM,,b,2,,,single
Model1,m1_HandLength.Stature.Eth,m1_HandLength.Stature.Eth___RunM,HandLength,Stature,,Y,RunM,RunM,,b,2,,,single
Model1,m1_HandLength,m1_HandLength___ClimbM,HandLength,,,N,ClimbM,ClimbM,,b,4,,,single
Model1,m1_HandLength.Eth,m1_HandLength.Eth___ClimbM,HandLength,,,Y,ClimbM,ClimbM,,b,4,,,single
Model1,m1_HandLength.Stature,m1_HandLength.Stature___ClimbM,HandLength,Stature,,N,ClimbM,ClimbM,,b,4,,,single
Model1,m1_HandLength.Stature.Eth,m1_HandLength.Stature.Eth___ClimbM,HandLength,Stature,,Y,ClimbM,ClimbM,,b,4,,,single
Model1,m1_HandLength,m1_HandLength___RunF,HandLength,,,N,RunF,RunF,,b,1,,,single
Model1,m1_HandLength.Eth,m1_HandLength.Eth___RunF,HandLength,,,Y,RunF,RunF,,b,1,,,single
Model1,m1_HandLength.Stature,m1_HandLength.Stature___RunF,HandLength,Stature,,N,RunF,RunF,,b,1,,,single
Model1,m1_HandLength.Stature.Eth,m1_HandLength.Stature.Eth___RunF,HandLength,Stature,,Y,RunF,RunF,,b,1,,,single
Model1,m1_HandLength,m1_HandLength___ClimbF,HandLength,,,N,ClimbF,ClimbF,,b,3,,,single
Model1,m1_HandLength.Eth,m1_HandLength.Eth___ClimbF,HandLength,,,Y,ClimbF,ClimbF,,b,3,,,single
Model1,m1_HandLength.Stature,m1_HandLength.Stature___ClimbF,HandLength,Stature,,N,ClimbF,ClimbF,,b,3,,,single
Model1,m1_HandLength.Stature.Eth,m1_HandLength.Stature.Eth___ClimbF,HandLength,Stature,,Y,ClimbF,ClimbF,,b,3,,,single
Model1,m1_HandLength,m1_HandLength___RunM.RunF,HandLength,,,N,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_HandLength.Eth,m1_HandLength.Eth___RunM.RunF,HandLength,,,Y,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_HandLength.Stature,m1_HandLength.Stature___RunM.RunF,HandLength,Stature,,N,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_HandLength.Stature.Eth,m1_HandLength.Stature.Eth___RunM.RunF,HandLength,Stature,,Y,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_HandLength,m1_HandLength___ClimbM.ClimbF,HandLength,,,N,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_HandLength.Eth,m1_HandLength.Eth___ClimbM.ClimbF,HandLength,,,Y,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_HandLength.Stature,m1_HandLength.Stature___ClimbM.ClimbF,HandLength,Stature,,N,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_HandLength.Stature.Eth,m1_HandLength.Stature.Eth___ClimbM.ClimbF,HandLength,Stature,,Y,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_HandLength,m1_HandLength___ClimbM.RunM,HandLength,,,N,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_HandLength.Eth,m1_HandLength.Eth___ClimbM.RunM,HandLength,,,Y,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_HandLength.Stature,m1_HandLength.Stature___ClimbM.RunM,HandLength,Stature,,N,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_HandLength.Stature.Eth,m1_HandLength.Stature.Eth___ClimbM.RunM,HandLength,Stature,,Y,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_HandLength,m1_HandLength___ClimbF.RunF,HandLength,,,,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_HandLength.Eth,m1_HandLength.Eth___ClimbF.RunF,HandLength,,,Y,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_HandLength.Stature,m1_HandLength.Stature___ClimbF.RunF,HandLength,Stature,,N,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_HandLength.Stature.Eth,m1_HandLength.Stature.Eth___ClimbF.RunF,HandLength,Stature,,Y,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_HandBreadth,m1_HandBreadth___RunM,HandBreadth,,,N,RunM,RunM,,b,2,,,single
Model1,m1_HandBreadth.Eth,m1_HandBreadth.Eth___RunM,HandBreadth,,,Y,RunM,RunM,,b,2,,,single
Model1,m1_HandBreadth.Stature,m1_HandBreadth.Stature___RunM,HandBreadth,Stature,,N,RunM,RunM,,b,2,,,single
Model1,m1_HandBreadth.Stature.Eth,m1_HandBreadth.Stature.Eth___RunM,HandBreadth,Stature,,Y,RunM,RunM,,b,2,,,single
Model1,m1_HandBreadth,m1_HandBreadth___ClimbM,HandBreadth,,,N,ClimbM,ClimbM,,b,4,,,single
Model1,m1_HandBreadth.Eth,m1_HandBreadth.Eth___ClimbM,HandBreadth,,,Y,ClimbM,ClimbM,,b,4,,,single
Model1,m1_HandBreadth.Stature,m1_HandBreadth.Stature___ClimbM,HandBreadth,Stature,,N,ClimbM,ClimbM,,b,4,,,single
Model1,m1_HandBreadth.Stature.Eth,m1_HandBreadth.Stature.Eth___ClimbM,HandBreadth,Stature,,Y,ClimbM,ClimbM,,b,4,,,single
Model1,m1_HandBreadth,m1_HandBreadth___RunF,HandBreadth,,,N,RunF,RunF,,b,1,,,single
Model1,m1_HandBreadth.Eth,m1_HandBreadth.Eth___RunF,HandBreadth,,,Y,RunF,RunF,,b,1,,,single
Model1,m1_HandBreadth.Stature,m1_HandBreadth.Stature___RunF,HandBreadth,Stature,,N,RunF,RunF,,b,1,,,single
Model1,m1_HandBreadth.Stature.Eth,m1_HandBreadth.Stature.Eth___RunF,HandBreadth,Stature,,Y,RunF,RunF,,b,1,,,single
Model1,m1_HandBreadth,m1_HandBreadth___ClimbF,HandBreadth,,,N,ClimbF,ClimbF,,b,3,,,single
Model1,m1_HandBreadth.Eth,m1_HandBreadth.Eth___ClimbF,HandBreadth,,,Y,ClimbF,ClimbF,,b,3,,,single
Model1,m1_HandBreadth.Stature,m1_HandBreadth.Stature___ClimbF,HandBreadth,Stature,,N,ClimbF,ClimbF,,b,3,,,single
Model1,m1_HandBreadth.Stature.Eth,m1_HandBreadth.Stature.Eth___ClimbF,HandBreadth,Stature,,Y,ClimbF,ClimbF,,b,3,,,single
Model1,m1_HandBreadth,m1_HandBreadth___RunM.RunF,HandBreadth,,,N,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_HandBreadth.Eth,m1_HandBreadth.Eth___RunM.RunF,HandBreadth,,,Y,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_HandBreadth.Stature,m1_HandBreadth.Stature___RunM.RunF,HandBreadth,Stature,,N,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_HandBreadth.Stature.Eth,m1_HandBreadth.Stature.Eth___RunM.RunF,HandBreadth,Stature,,Y,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_HandBreadth,m1_HandBreadth___ClimbM.ClimbF,HandBreadth,,,N,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_HandBreadth.Eth,m1_HandBreadth.Eth___ClimbM.ClimbF,HandBreadth,,,Y,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_HandBreadth.Stature,m1_HandBreadth.Stature___ClimbM.ClimbF,HandBreadth,Stature,,N,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_HandBreadth.Stature.Eth,m1_HandBreadth.Stature.Eth___ClimbM.ClimbF,HandBreadth,Stature,,Y,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_HandBreadth,m1_HandBreadth___ClimbM.RunM,HandBreadth,,,N,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_HandBreadth.Eth,m1_HandBreadth.Eth___ClimbM.RunM,HandBreadth,,,Y,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_HandBreadth.Stature,m1_HandBreadth.Stature___ClimbM.RunM,HandBreadth,Stature,,N,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_HandBreadth.Stature.Eth,m1_HandBreadth.Stature.Eth___ClimbM.RunM,HandBreadth,Stature,,Y,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_HandBreadth,m1_HandBreadth___ClimbF.RunF,HandBreadth,,,N,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_HandBreadth.Eth,m1_HandBreadth.Eth___ClimbF.RunF,HandBreadth,,,Y,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_HandBreadth.Stature,m1_HandBreadth.Stature___ClimbF.RunF,HandBreadth,Stature,,N,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_HandBreadth.Stature.Eth,m1_HandBreadth.Stature.Eth___ClimbF.RunF,HandBreadth,Stature,,Y,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_Finger,m1_Finger___RunM,Finger,,,N,RunM,RunM,,b,2,,,single
Model1,m1_Finger.Eth,m1_Finger.Eth___RunM,Finger,,,Y,RunM,RunM,,b,2,,,single
Model1,m1_Finger.Stature,m1_Finger.Stature___RunM,Finger,Stature,,N,RunM,RunM,,b,2,,,single
Model1,m1_Finger.Stature.Eth,m1_Finger.Stature.Eth___RunM,Finger,Stature,,Y,RunM,RunM,,b,2,,,single
Model1,m1_Finger.HandLength,m1_Finger.HandLength___RunM,Finger,HandLength,,N,RunM,RunM,,b,2,,,single
Model1,m1_Finger.HandLength.Eth,m1_Finger.HandLength.Eth___RunM,Finger,HandLength,,Y,RunM,RunM,,b,2,,,single
Model1,m1_Finger,m1_Finger___ClimbM,Finger,,,N,ClimbM,ClimbM,,b,4,,,single
Model1,m1_Finger.Eth,m1_Finger.Eth___ClimbM,Finger,,,Y,ClimbM,ClimbM,,b,4,,,single
Model1,m1_Finger.Stature,m1_Finger.Stature___ClimbM,Finger,Stature,,N,ClimbM,ClimbM,,b,4,,,single
Model1,m1_Finger.Stature.Eth,m1_Finger.Stature.Eth___ClimbM,Finger,Stature,,Y,ClimbM,ClimbM,,b,4,,,single
Model1,m1_Finger.HandLength,m1_Finger.HandLength___ClimbM,Finger,HandLength,,N,ClimbM,ClimbM,,b,4,,,single
Model1,m1_Finger.HandLength.Eth,m1_Finger.HandLength.Eth___ClimbM,Finger,HandLength,,Y,ClimbM,ClimbM,,b,4,,,single
Model1,m1_Finger,m1_Finger___RunF,Finger,,,N,RunF,RunF,,b,1,,,single
Model1,m1_Finger.Eth,m1_Finger.Eth___RunF,Finger,,,Y,RunF,RunF,,b,1,,,single
Model1,m1_Finger.Stature,m1_Finger.Stature___RunF,Finger,Stature,,N,RunF,RunF,,b,1,,,single
Model1,m1_Finger.Stature.Eth,m1_Finger.Stature.Eth___RunF,Finger,Stature,,Y,RunF,RunF,,b,1,,,single
Model1,m1_Finger.HandLength,m1_Finger.HandLength___RunF,Finger,HandLength,,N,RunF,RunF,,b,1,,,single
Model1,m1_Finger.HandLength.Eth,m1_Finger.HandLength.Eth___RunF,Finger,HandLength,,Y,RunF,RunF,,b,1,,,single
Model1,m1_Finger,m1_Finger___ClimbF,Finger,,,N,ClimbF,ClimbF,,b,3,,,single
Model1,m1_Finger.Eth,m1_Finger.Eth___ClimbF,Finger,,,Y,ClimbF,ClimbF,,b,3,,,single
Model1,m1_Finger.Stature,m1_Finger.Stature___ClimbF,Finger,Stature,,N,ClimbF,ClimbF,,b,3,,,single
Model1,m1_Finger.Stature.Eth,m1_Finger.Stature.Eth___ClimbF,Finger,Stature,,Y,ClimbF,ClimbF,,b,3,,,single
Model1,m1_Finger.HandLength,m1_Finger.HandLength___ClimbF,Finger,HandLength,,N,ClimbF,ClimbF,,b,3,,,single
Model1,m1_Finger.HandLength.Eth,m1_Finger.HandLength.Eth___ClimbF,Finger,HandLength,,Y,ClimbF,ClimbF,,b,3,,,single
Model1,m1_Finger,m1_Finger___RunM.RunF,Finger,,,N,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_Finger.Eth,m1_Finger.Eth___RunM.RunF,Finger,,,Y,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_Finger.Stature,m1_Finger.Stature___RunM.RunF,Finger,Stature,,N,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_Finger.Stature.Eth,m1_Finger.Stature.Eth___RunM.RunF,Finger,Stature,,Y,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_Finger.HandLength,m1_Finger.HandLength___RunM.RunF,Finger,HandLength,,N,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_Finger.HandLength.Eth,m1_Finger.HandLength.Eth___RunM.RunF,Finger,HandLength,,Y,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_Finger,m1_Finger___ClimbM.ClimbF,Finger,,,N,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_Finger.Eth,m1_Finger.Eth___ClimbM.ClimbF,Finger,,,Y,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_Finger.Stature,m1_Finger.Stature___ClimbM.ClimbF,Finger,Stature,,N,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_Finger.Stature.Eth,m1_Finger.Stature.Eth___ClimbM.ClimbF,Finger,Stature,,Y,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_Finger.HandLength,m1_Finger.HandLength___ClimbM.ClimbF,Finger,HandLength,,N,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_Finger.HandLength.Eth,m1_Finger.HandLength.Eth___ClimbM.ClimbF,Finger,HandLength,,Y,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_Finger,m1_Finger___ClimbM.RunM,Finger,,,N,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_Finger.Eth,m1_Finger.Eth___ClimbM.RunM,Finger,,,Y,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_Finger.Stature,m1_Finger.Stature___ClimbM.RunM,Finger,Stature,,N,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_Finger.Stature.Eth,m1_Finger.Stature.Eth___ClimbM.RunM,Finger,Stature,,Y,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_Finger.HandLength,m1_Finger.HandLength___ClimbM.RunM,Finger,HandLength,,N,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_Finger.HandLength.Eth,m1_Finger.HandLength.Eth___ClimbM.RunM,Finger,HandLength,,Y,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_Finger,m1_Finger___ClimbF.RunF,Finger,,,N,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_Finger.Eth,m1_Finger.Eth___ClimbF.RunF,Finger,,,Y,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_Finger.Stature,m1_Finger.Stature___ClimbF.RunF,Finger,Stature,,N,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_Finger.Stature.Eth,m1_Finger.Stature.Eth___ClimbF.RunF,Finger,Stature,,Y,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_Finger.HandLength,m1_Finger.HandLength___ClimbF.RunF,Finger,HandLength,,N,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_Finger.HandLength.Eth,m1_Finger.HandLength.Eth___ClimbF.RunF,Finger,HandLength,,Y,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_Biiliac,m1_Biiliac___RunM,Biiliac,,,N,RunM,RunM,,b,2,,,single
Model1,m1_Biiliac.Eth,m1_Biiliac.Eth___RunM,Biiliac,,,Y,RunM,RunM,,b,2,,,single
Model1,m1_Biiliac.Stature,m1_Biiliac.Stature___RunM,Biiliac,Stature,,N,RunM,RunM,,b,2,,,single
Model1,m1_Biiliac.Stature.Eth,m1_Biiliac.Stature.Eth___RunM,Biiliac,Stature,,Y,RunM,RunM,,b,2,,,single
Model1,m1_Biiliac,m1_Biiliac___ClimbM,Biiliac,,,N,ClimbM,ClimbM,,b,4,,,single
Model1,m1_Biiliac.Eth,m1_Biiliac.Eth___ClimbM,Biiliac,,,Y,ClimbM,ClimbM,,b,4,,,single
Model1,m1_Biiliac.Stature,m1_Biiliac.Stature___ClimbM,Biiliac,Stature,,N,ClimbM,ClimbM,,b,4,,,single
Model1,m1_Biiliac.Stature.Eth,m1_Biiliac.Stature.Eth___ClimbM,Biiliac,Stature,,Y,ClimbM,ClimbM,,b,4,,,single
Model1,m1_Biiliac,m1_Biiliac___RunF,Biiliac,,,N,RunF,RunF,,b,1,,,single
Model1,m1_Biiliac.Eth,m1_Biiliac.Eth___RunF,Biiliac,,,Y,RunF,RunF,,b,1,,,single
Model1,m1_Biiliac.Stature,m1_Biiliac.Stature___RunF,Biiliac,Stature,,N,RunF,RunF,,b,1,,,single
Model1,m1_Biiliac.Stature.Eth,m1_Biiliac.Stature.Eth___RunF,Biiliac,Stature,,Y,RunF,RunF,,b,1,,,single
Model1,m1_Biiliac,m1_Biiliac___ClimbF,Biiliac,,,N,ClimbF,ClimbF,,b,3,,,single
Model1,m1_Biiliac.Eth,m1_Biiliac.Eth___ClimbF,Biiliac,,,Y,ClimbF,ClimbF,,b,3,,,single
Model1,m1_Biiliac.Stature,m1_Biiliac.Stature___ClimbF,Biiliac,Stature,,N,ClimbF,ClimbF,,b,3,,,single
Model1,m1_Biiliac.Stature.Eth,m1_Biiliac.Stature.Eth___ClimbF,Biiliac,Stature,,Y,ClimbF,ClimbF,,b,3,,,single
Model1,m1_Biiliac,m1_Biiliac___RunM.RunF,Biiliac,,,N,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_Biiliac.Eth,m1_Biiliac.Eth___RunM.RunF,Biiliac,,,Y,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_Biiliac.Stature,m1_Biiliac.Stature___RunM.RunF,Biiliac,Stature,,N,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_Biiliac.Stature.Eth,m1_Biiliac.Stature.Eth___RunM.RunF,Biiliac,Stature,,Y,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_Biiliac,m1_Biiliac___ClimbM.ClimbF,Biiliac,,,N,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_Biiliac.Eth,m1_Biiliac.Eth___ClimbM.ClimbF,Biiliac,,,Y,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_Biiliac.Stature,m1_Biiliac.Stature___ClimbM.ClimbF,Biiliac,Stature,,N,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_Biiliac.Stature.Eth,m1_Biiliac.Stature.Eth___ClimbM.ClimbF,Biiliac,Stature,,Y,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_Biiliac,m1_Biiliac___ClimbM.RunM,Biiliac,,,N,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_Biiliac.Eth,m1_Biiliac.Eth___ClimbM.RunM,Biiliac,,,Y,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_Biiliac.Stature,m1_Biiliac.Stature___ClimbM.RunM,Biiliac,Stature,,N,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_Biiliac.Stature.Eth,m1_Biiliac.Stature.Eth___ClimbM.RunM,Biiliac,Stature,,Y,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_Biiliac,m1_Biiliac___ClimbF.RunF,Biiliac,,,N,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_Biiliac.Eth,m1_Biiliac.Eth___ClimbF.RunF,Biiliac,,,Y,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_Biiliac.Stature,m1_Biiliac.Stature___ClimbF.RunF,Biiliac,Stature,,N,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_Biiliac.Stature.Eth,m1_Biiliac.Stature.Eth___ClimbF.RunF,Biiliac,Stature,,Y,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_Biacrom,m1_Biacrom___RunM,Biacrom,,,N,RunM,RunM,,b,2,,,single
Model1,m1_Biacrom.Eth,m1_Biacrom.Eth___RunM,Biacrom,,,Y,RunM,RunM,,b,2,,,single
Model1,m1_Biacrom.Stature,m1_Biacrom.Stature___RunM,Biacrom,Stature,,N,RunM,RunM,,b,2,,,single
Model1,m1_Biacrom.Stature.Eth,m1_Biacrom.Stature.Eth___RunM,Biacrom,Stature,,Y,RunM,RunM,,b,2,,,single
Model1,m1_Biacrom.Biiliac,m1_Biacrom.Biiliac___RunM,Biacrom,Biiliac,,N,RunM,RunM,,b,2,,,single
Model1,m1_Biacrom.Biiliac.Eth,m1_Biacrom.Biiliac.Eth___RunM,Biacrom,Biiliac,,Y,RunM,RunM,,b,2,,,single
Model1,m1_Biacrom,m1_Biacrom___ClimbM,Biacrom,,,N,ClimbM,ClimbM,,b,4,,,single
Model1,m1_Biacrom.Eth,m1_Biacrom.Eth___ClimbM,Biacrom,,,Y,ClimbM,ClimbM,,b,4,,,single
Model1,m1_Biacrom.Stature,m1_Biacrom.Stature___ClimbM,Biacrom,Stature,,N,ClimbM,ClimbM,,b,4,,,single
Model1,m1_Biacrom.Stature.Eth,m1_Biacrom.Stature.Eth___ClimbM,Biacrom,Stature,,Y,ClimbM,ClimbM,,b,4,,,single
Model1,m1_Biacrom.Biiliac,m1_Biacrom.Biiliac___ClimbM,Biacrom,Biiliac,,N,ClimbM,ClimbM,,b,4,,,single
Model1,m1_Biacrom.Biiliac.Eth,m1_Biacrom.Biiliac.Eth___ClimbM,Biacrom,Biiliac,,Y,ClimbM,ClimbM,,b,4,,,single
